"日時","貯水率","流入量","放流量"
"2024/09/14 00:00",100,1.59,1.58
"2024/09/13 23:00",100,1.59,1.6
"2024/09/13 22:00",100,1.59,1.59
"2024/09/13 21:00",100,1.59,1.59
"2024/09/13 20:00",100,1.59,1.6
"2024/09/13 19:00",100,1.59,1.59
"2024/09/13 18:00",100,1.59,1.6
"2024/09/13 17:00",100,1.59,1.58
"2024/09/13 16:00",100,1.59,1.58
"2024/09/13 15:00",100,1.59,1.6
"2024/09/13 14:00",100,1.59,1.6
"2024/09/13 13:00",100,1.59,1.6
"2024/09/13 12:00",100,1.59,1.59
"2024/09/13 11:00",100,1.59,1.59
"2024/09/13 10:00",100,1.59,1.58
"2024/09/13 09:00",100,1.59,1.6
"2024/09/13 08:00",100,1.59,1.58
"2024/09/13 07:00",100,1.59,1.58
"2024/09/13 06:00",100,1.59,1.59
"2024/09/13 05:00",100,1.59,1.59
"2024/09/13 04:00",100,1.59,1.59
"2024/09/13 03:00",100,1.59,1.58
"2024/09/13 02:00",100,1.59,1.59
"2024/09/13 01:00",100,1.59,1.6
"2024/09/13 00:00",100,1.59,1.59
"2024/09/12 23:00",100,1.59,1.58
"2024/09/12 22:00",100,1.59,1.6
"2024/09/12 21:00",100,1.59,1.61
"2024/09/12 20:00",100,1.59,1.58
"2024/09/12 19:00",100,1.59,1.59
"2024/09/12 18:00",100,1.59,1.59
"2024/09/12 17:00",100,1.59,1.58
"2024/09/12 16:00",100,1.82,1.58
"2024/09/12 15:00",100,1.77,3.1
"2024/09/12 14:00",100,1.44,3.1
"2024/09/12 13:00",100,1.44,3.11
"2024/09/12 12:00",100,1.44,3.09
"2024/09/12 11:00",100,3.1,3.1
"2024/09/12 10:00",100,2.78,3.11
"2024/09/12 09:00",100,2.02,2.02
"2024/09/12 08:00",100,1.75,2.03
"2024/09/12 07:00",100,1.74,1.73
"2024/09/12 06:00",100,1.73,1.72
"2024/09/12 05:00",100,1.74,1.74
"2024/09/12 04:00",100,1.74,1.74
"2024/09/12 03:00",100,1.74,1.74
"2024/09/12 02:00",100,1.74,1.74
"2024/09/12 01:00",100,3.39,1.72
"2024/09/12 00:00",100,1.74,1.74
"2024/09/11 23:00",100,3.4,1.73
