"日時","貯水率","流入量","放流量"
"2024/09/23 00:00",100,4.06,5.68
"2024/09/22 23:00",100,4.06,5.69
"2024/09/22 22:00",100,4.06,5.7
"2024/09/22 21:00",100,5.69,5.68
"2024/09/22 20:00",100,7.32,5.69
"2024/09/22 19:00",100,5.85,5.7
"2024/09/22 18:00",100,8.68,5.69
"2024/09/22 17:00",100,9.99,5.07
"2024/09/22 16:00",100,9.74,4.79
"2024/09/22 15:00",100,5.2,2.29
"2024/09/22 14:00",99.8,3.24,2.02
"2024/09/22 13:00",99.8,2.33,2.01
"2024/09/22 12:00",99.8,2.02,2.03
"2024/09/22 11:00",99.8,1.94,2.01
"2024/09/22 10:00",99.8,1.73,1.73
"2024/09/22 09:00",99.8,1.73,1.72
"2024/09/22 08:00",99.8,1.73,1.73
"2024/09/22 07:00",99.8,1.73,1.73
"2024/09/22 06:00",99.8,1.73,1.72
"2024/09/22 05:00",99.8,3.27,1.73
"2024/09/22 04:00",99.7,1.69,1.72
"2024/09/22 03:00",99.7,1.19,1.19
"2024/09/22 02:00",99.7,1.19,1.19
"2024/09/22 01:00",99.7,1.19,1.19
"2024/09/22 00:00",99.7,1.19,1.2
"2024/09/21 23:00",99.7,1.19,1.2
"2024/09/21 22:00",99.7,1.19,1.19
"2024/09/21 21:00",99.7,1.19,1.19
"2024/09/21 20:00",99.7,0,1.19
"2024/09/21 19:00",99.8,1.73,1.72
"2024/09/21 18:00",99.8,1.73,1.73
"2024/09/21 17:00",99.8,0.19,1.73
"2024/09/21 16:00",99.8,1.73,1.74
"2024/09/21 15:00",99.8,1.73,1.73
"2024/09/21 14:00",99.8,0.19,1.73
"2024/09/21 13:00",99.9,1.73,1.75
"2024/09/21 12:00",99.9,0.19,1.74
"2024/09/21 11:00",100,1.73,1.74
"2024/09/21 10:00",100,1.73,1.72
"2024/09/21 09:00",100,0.11,1.74
"2024/09/21 08:00",100,1.73,1.73
"2024/09/21 07:00",100,1.73,1.75
"2024/09/21 06:00",100,0.11,1.73
"2024/09/21 05:00",100,1.73,1.76
"2024/09/21 04:00",100,1.69,1.72
"2024/09/21 03:00",100,1.19,1.19
"2024/09/21 02:00",100,1.19,1.2
"2024/09/21 01:00",100,1.19,1.2
"2024/09/21 00:00",100,1.19,1.19
"2024/09/20 23:00",100,1.19,1.19
