"日時","貯水率","流入量","放流量"
"2024/07/12 00:00",98,8.21,8.21
"2024/07/11 23:00",98,8.21,8.23
"2024/07/11 22:00",98,9.08,11.84
"2024/07/11 21:00",98.2,8.19,11.87
"2024/07/11 20:00",98.5,2.68,11.89
"2024/07/11 19:00",98.7,11.93,11.94
"2024/07/11 18:00",98.9,7.34,11.97
"2024/07/11 17:00",99,5.52,11.97
"2024/07/11 16:00",99.2,7.37,11.97
"2024/07/11 15:00",99.4,12.01,11.99
"2024/07/11 14:00",99.4,12.02,12.03
"2024/07/11 13:00",99.5,12.03,12.04
"2024/07/11 12:00",99.5,12.02,12.02
"2024/07/11 11:00",99.6,13.51,13.5
"2024/07/11 10:00",99.6,14.76,13.49
"2024/07/11 09:00",99.7,17.78,18.66
"2024/07/11 08:00",99.9,19.44,19.44
"2024/07/11 07:00",99.9,16,19.43
"2024/07/11 06:00",100,34.65,29.82
"2024/07/11 05:00",100,18.75,18.74
"2024/07/11 04:00",100,19.72,18.77
"2024/07/11 03:00",100,6.23,12.1
"2024/07/11 02:00",100,12.08,12.11
"2024/07/11 01:00",100,11.82,9
"2024/07/11 00:00",99.6,16.79,6.65
"2024/07/10 23:00",99.5,6.65,6.65
"2024/07/10 22:00",99.6,6.64,6.64
"2024/07/10 21:00",99.6,2,6.65
"2024/07/10 20:00",99.7,6.66,6.66
"2024/07/10 19:00",99.8,6.66,6.65
"2024/07/10 18:00",99.8,5.99,6.65
"2024/07/10 17:00",99.9,5.04,5.03
"2024/07/10 16:00",99.9,5.04,5.04
"2024/07/10 15:00",99.9,5.04,5.05
"2024/07/10 14:00",99.9,5.04,5.04
"2024/07/10 13:00",100,5.45,5.45
"2024/07/10 12:00",100,5.45,5.44
"2024/07/10 11:00",100,5.44,5.44
"2024/07/10 10:00",100,5.44,5.46
"2024/07/10 09:00",100,5.45,5.44
"2024/07/10 08:00",100,5.3,5.45
"2024/07/10 07:00",100,5.04,5.03
"2024/07/10 06:00",100,5.05,5.04
"2024/07/10 05:00",100,5.04,5.05
"2024/07/10 04:00",100,5.04,5.04
"2024/07/10 03:00",100,5.04,5.05
"2024/07/10 02:00",100,5.04,5.05
"2024/07/10 01:00",100,5.04,5.03
"2024/07/10 00:00",100,5.04,5.04
"2024/07/09 23:00",100,5.04,5.04
