"日時","貯水率","流入量","放流量"
"2024/12/31 00:00",95.1,0.27,1.81
"2024/12/30 23:00",95.2,0.43,1.82
"2024/12/30 22:00",95.2,1.66,1.8
"2024/12/30 21:00",95.3,0.28,1.8
"2024/12/30 20:00",95.4,0.27,1.82
"2024/12/30 19:00",95.5,1.81,1.8
"2024/12/30 18:00",95.5,0.28,1.81
"2024/12/30 17:00",95.6,0.28,1.82
"2024/12/30 16:00",95.6,1.81,1.82
"2024/12/30 15:00",95.6,0.28,1.83
"2024/12/30 14:00",95.7,1.82,1.82
"2024/12/30 13:00",95.7,0.28,1.81
"2024/12/30 12:00",95.8,0.28,1.82
"2024/12/30 11:00",95.9,0.28,1.82
"2024/12/30 10:00",95.9,1.82,1.81
"2024/12/30 09:00",95.9,0.28,1.82
"2024/12/30 08:00",96,0.28,1.81
"2024/12/30 07:00",96.1,1.82,1.81
"2024/12/30 06:00",96.1,0.28,1.82
"2024/12/30 05:00",96.2,0.74,1.81
"2024/12/30 04:00",96.2,1.36,1.83
"2024/12/30 03:00",96.3,0.28,1.83
"2024/12/30 02:00",96.4,1.82,1.82
"2024/12/30 01:00",96.4,0.28,1.84
"2024/12/30 00:00",96.4,0.28,1.81
"2024/12/29 23:00",96.5,1.82,1.83
"2024/12/29 22:00",96.5,0.28,1.81
"2024/12/29 21:00",96.6,0.28,1.83
"2024/12/29 20:00",96.7,1.82,1.82
"2024/12/29 19:00",96.7,0.28,1.82
"2024/12/29 18:00",96.8,0.28,1.83
"2024/12/29 17:00",96.8,1.82,1.84
"2024/12/29 16:00",96.8,0.28,1.81
"2024/12/29 15:00",96.9,1.82,1.82
"2024/12/29 14:00",96.9,0.28,1.84
"2024/12/29 13:00",97,1.82,1.81
"2024/12/29 12:00",97,0.28,1.82
"2024/12/29 11:00",97.1,0.28,1.82
"2024/12/29 10:00",97.2,0.43,1.82
"2024/12/29 09:00",97.2,1.67,1.81
"2024/12/29 08:00",97.2,0.28,1.82
"2024/12/29 07:00",97.3,0.28,1.81
"2024/12/29 06:00",97.4,1.82,1.82
"2024/12/29 05:00",97.4,0.28,1.83
"2024/12/29 04:00",97.5,1.82,1.81
"2024/12/29 03:00",97.5,0.28,1.83
"2024/12/29 02:00",97.6,0.29,1.83
"2024/12/29 01:00",97.6,0.75,1.83
"2024/12/29 00:00",97.6,1.36,1.81
"2024/12/28 23:00",97.7,0.29,1.83
