"日時","貯水率","流入量","放流量"
"2025/06/17 00:00",100,1.07,1.06
"2025/06/16 23:00",100,2.7,1.07
"2025/06/16 22:00",100,1.07,1.06
"2025/06/16 21:00",100,2.7,1.06
"2025/06/16 20:00",100,1.29,1.07
"2025/06/16 19:00",100,1.68,2.01
"2025/06/16 18:00",100,1.03,2.02
"2025/06/16 17:00",100,2.5,2.02
"2025/06/16 16:00",100,2.34,2
"2025/06/16 15:00",100,0.87,2
"2025/06/16 14:00",100,2.01,2.02
"2025/06/16 13:00",100,2.01,2.01
"2025/06/16 12:00",100,2.01,2.02
"2025/06/16 11:00",100,2.01,2.02
"2025/06/16 10:00",100,2.01,2.02
"2025/06/16 09:00",100,2.04,2.01
"2025/06/16 08:00",100,2.29,2.29
"2025/06/16 07:00",100,2.29,2.29
"2025/06/16 06:00",100,2.29,2.29
"2025/06/16 05:00",100,2.29,2.29
"2025/06/16 04:00",100,2.29,2.28
"2025/06/16 03:00",100,2.29,2.29
"2025/06/16 02:00",100,2.3,2.3
"2025/06/16 01:00",100,2.29,2.3
"2025/06/16 00:00",100,2.29,2.3
"2025/06/15 23:00",100,2.29,2.29
"2025/06/15 22:00",100,2.29,2.29
"2025/06/15 21:00",100,2.29,2.3
"2025/06/15 20:00",100,2.29,2.28
"2025/06/15 19:00",100,2.29,2.28
"2025/06/15 18:00",100,2.29,2.28
"2025/06/15 17:00",100,2.29,2.28
"2025/06/15 16:00",100,2.29,2.3
"2025/06/15 15:00",100,2.29,2.28
"2025/06/15 14:00",100,2.3,2.31
"2025/06/15 13:00",100,2.3,2.29
"2025/06/15 12:00",100,2.29,2.3
"2025/06/15 11:00",100,2.29,2.28
"2025/06/15 10:00",100,2.29,2.29
"2025/06/15 09:00",100,2.3,2.28
"2025/06/15 08:00",100,3.93,2.29
"2025/06/15 07:00",100,2.3,2.29
"2025/06/15 06:00",100,2.29,2.3
"2025/06/15 05:00",100,2.29,2.32
"2025/06/15 04:00",100,3.6,2.3
"2025/06/15 03:00",100,2.62,2.29
"2025/06/15 02:00",100,3.93,2.28
"2025/06/15 01:00",100,2.3,2.29
"2025/06/15 00:00",100,2.29,2.29
"2025/06/14 23:00",100,3.93,2.3
