"日時","貯水率","流入量","放流量"
"2025/05/25 00:00",99.8,2.21,0.67
"2025/05/24 23:00",99.8,2.21,0.67
"2025/05/24 22:00",99.7,0.67,0.67
"2025/05/24 21:00",99.7,0.68,0.67
"2025/05/24 20:00",99.7,1.78,0.67
"2025/05/24 19:00",99.7,3.77,3.78
"2025/05/24 18:00",99.7,3.77,3.76
"2025/05/24 17:00",99.7,3.77,3.77
"2025/05/24 16:00",99.7,3.77,3.77
"2025/05/24 15:00",99.7,3.77,3.76
"2025/05/24 14:00",99.7,3.77,3.75
"2025/05/24 13:00",99.7,3.76,3.77
"2025/05/24 12:00",99.7,3.77,3.77
"2025/05/24 11:00",99.7,3.77,3.77
"2025/05/24 10:00",99.7,3.77,3.78
"2025/05/24 09:00",99.7,3.77,3.77
"2025/05/24 08:00",99.7,0.75,3.77
"2025/05/24 07:00",99.8,3.77,3.77
"2025/05/24 06:00",99.8,3.39,3.75
"2025/05/24 05:00",99.8,3.77,3.77
"2025/05/24 04:00",99.9,3.77,3.78
"2025/05/24 03:00",100,3.77,3.75
"2025/05/24 02:00",100,1.89,3.78
"2025/05/24 01:00",100,3.78,3.78
"2025/05/24 00:00",100,3.79,3.79
"2025/05/23 23:00",100,3.79,3.78
"2025/05/23 22:00",100,0.76,3.78
"2025/05/23 21:00",100,3.79,3.79
"2025/05/23 20:00",100,3.79,3.79
"2025/05/23 19:00",100,1.9,3.81
"2025/05/23 18:00",100,3.78,3.78
"2025/05/23 17:00",100,3.79,3.8
"2025/05/23 16:00",100,0.38,3.79
"2025/05/23 15:00",100,3.8,3.8
"2025/05/23 14:00",100,3.09,3.77
"2025/05/23 13:00",100,2.69,2.7
"2025/05/23 12:00",100,2.69,2.7
"2025/05/23 11:00",100,2.69,2.69
"2025/05/23 10:00",100,2.7,2.69
"2025/05/23 09:00",100,2.7,2.7
"2025/05/23 08:00",100,0.75,2.69
"2025/05/23 07:00",100,3.93,3.92
"2025/05/23 06:00",100,3.93,3.93
"2025/05/23 05:00",100,3.93,3.92
"2025/05/23 04:00",100,3.93,3.95
"2025/05/23 03:00",100,3.93,3.92
"2025/05/23 02:00",100,3.93,3.93
"2025/05/23 01:00",100,3.93,3.93
"2025/05/23 00:00",100,3.93,3.92
"2025/05/22 23:00",100,3.94,3.93
