"日時","貯水率","流入量","放流量"
"2024/12/29 00:00",97.6,1.36,1.81
"2024/12/28 23:00",97.7,0.29,1.83
"2024/12/28 22:00",97.8,0.29,1.83
"2024/12/28 21:00",97.9,1.82,1.84
"2024/12/28 20:00",97.9,0.29,1.82
"2024/12/28 19:00",98,0.29,1.81
"2024/12/28 18:00",98,1.83,1.82
"2024/12/28 17:00",98,0.29,1.81
"2024/12/28 16:00",98.1,1.82,1.81
"2024/12/28 15:00",98.1,0.29,1.84
"2024/12/28 14:00",98.2,0.29,1.82
"2024/12/28 13:00",98.3,1.83,1.84
"2024/12/28 12:00",98.3,0.29,1.83
"2024/12/28 11:00",98.4,0.29,1.84
"2024/12/28 10:00",98.5,0.29,1.82
"2024/12/28 09:00",98.5,1.83,1.82
"2024/12/28 08:00",98.5,0.29,1.82
"2024/12/28 07:00",98.6,1.83,1.83
"2024/12/28 06:00",98.6,0.29,1.81
"2024/12/28 05:00",98.7,1.06,1.82
"2024/12/28 04:00",98.7,1.06,1.83
"2024/12/28 03:00",98.8,0.29,1.81
"2024/12/28 02:00",98.9,0.29,1.82
"2024/12/28 01:00",98.9,0.29,1.83
"2024/12/28 00:00",99,1.82,1.82
"2024/12/27 23:00",99,0.28,1.83
"2024/12/27 22:00",99.1,0.29,1.81
"2024/12/27 21:00",99.2,0.29,1.83
"2024/12/27 20:00",99.3,1.83,1.83
"2024/12/27 19:00",99.3,0.29,1.83
"2024/12/27 18:00",99.4,0.29,1.83
"2024/12/27 17:00",99.4,1.83,1.82
"2024/12/27 16:00",99.4,0.29,1.82
"2024/12/27 15:00",99.5,1.83,1.84
"2024/12/27 14:00",99.5,0.29,1.82
"2024/12/27 13:00",99.6,0.29,1.81
"2024/12/27 12:00",99.7,1.83,1.82
"2024/12/27 11:00",99.7,0.21,1.84
"2024/12/27 10:00",99.8,0.89,0.88
"2024/12/27 09:00",99.8,0.89,0.89
"2024/12/27 08:00",99.8,0.89,0.89
"2024/12/27 07:00",99.8,0.89,0.88
"2024/12/27 06:00",99.8,0.89,0.89
"2024/12/27 05:00",99.8,0.89,0.89
"2024/12/27 04:00",99.8,0.89,0.89
"2024/12/27 03:00",99.8,0.89,0.89
"2024/12/27 02:00",99.8,0.27,0.89
"2024/12/27 01:00",99.8,0.63,0.9
"2024/12/27 00:00",99.8,0.9,0.89
"2024/12/26 23:00",99.8,0.9,0.9
