"日時","貯水率","流入量","放流量"
"2025/03/31 00:00",97.6,0.59,0.58
"2025/03/30 23:00",97.6,0.59,0.59
"2025/03/30 22:00",97.6,0.59,0.59
"2025/03/30 21:00",97.6,0.59,0.59
"2025/03/30 20:00",97.6,0.59,0.58
"2025/03/30 19:00",97.6,0.59,0.59
"2025/03/30 18:00",97.6,0.59,0.6
"2025/03/30 17:00",97.6,0.59,0.59
"2025/03/30 16:00",97.6,0.59,0.59
"2025/03/30 15:00",97.6,0.59,0.59
"2025/03/30 14:00",97.6,0.59,0.59
"2025/03/30 13:00",97.6,0.59,0.59
"2025/03/30 12:00",97.6,0.59,0.59
"2025/03/30 11:00",97.6,0.59,0.59
"2025/03/30 10:00",97.6,0.59,0.6
"2025/03/30 09:00",97.6,0.6,0.59
"2025/03/30 08:00",97.6,0.6,0.6
"2025/03/30 07:00",97.6,0.6,0.59
"2025/03/30 06:00",97.6,0.6,0.59
"2025/03/30 05:00",97.6,0.6,0.59
"2025/03/30 04:00",97.6,0.6,0.6
"2025/03/30 03:00",97.6,0.6,0.6
"2025/03/30 02:00",97.6,0.6,0.6
"2025/03/30 01:00",97.6,0.6,0.6
"2025/03/30 00:00",97.6,0.6,0.59
"2025/03/29 23:00",97.6,2.13,0.6
"2025/03/29 22:00",97.6,0.6,0.59
"2025/03/29 21:00",97.6,0.6,0.6
"2025/03/29 20:00",97.6,0.6,0.6
"2025/03/29 19:00",97.6,0.6,0.6
"2025/03/29 18:00",97.6,0.6,0.6
"2025/03/29 17:00",97.6,0.6,0.6
"2025/03/29 16:00",97.6,0.6,0.59
"2025/03/29 15:00",97.6,0.6,0.6
"2025/03/29 14:00",97.6,0.6,0.59
"2025/03/29 13:00",97.6,0.6,0.6
"2025/03/29 12:00",97.6,0.6,0.6
"2025/03/29 11:00",97.6,0.6,0.6
"2025/03/29 10:00",97.6,0.6,0.6
"2025/03/29 09:00",97.6,0.6,0.6
"2025/03/29 08:00",97.6,0.6,0.6
"2025/03/29 07:00",97.6,0.6,0.6
"2025/03/29 06:00",97.6,0.6,0.6
"2025/03/29 05:00",97.6,1.22,0.6
"2025/03/29 04:00",97.6,1.52,0.6
"2025/03/29 03:00",97.5,0.6,0.6
"2025/03/29 02:00",97.5,0.6,0.6
"2025/03/29 01:00",97.5,0.6,0.59
"2025/03/29 00:00",97.5,0.6,0.6
"2025/03/28 23:00",97.5,0.6,0.59
