"日時","貯水率","流入量","放流量"
"2024/10/23 00:00",100,1.21,1.21
"2024/10/22 23:00",100,1.21,1.22
"2024/10/22 22:00",100,1.21,1.21
"2024/10/22 21:00",100,1.21,1.21
"2024/10/22 20:00",100,1.21,1.22
"2024/10/22 19:00",100,1.21,1.22
"2024/10/22 18:00",100,1.21,1.21
"2024/10/22 17:00",100,1.21,1.21
"2024/10/22 16:00",100,1.21,1.21
"2024/10/22 15:00",100,0,1.22
"2024/10/22 14:00",100,1.21,1.22
"2024/10/22 13:00",100,1.21,1.21
"2024/10/22 12:00",100,1.21,1.21
"2024/10/22 11:00",100,1.21,1.21
"2024/10/22 10:00",100,1.21,1.22
"2024/10/22 09:00",100,1.21,1.21
"2024/10/22 08:00",100,1.21,1.21
"2024/10/22 07:00",100,1.21,1.21
"2024/10/22 06:00",100,1.21,1.21
"2024/10/22 05:00",100,1.21,1.21
"2024/10/22 04:00",100,1.21,1.21
"2024/10/22 03:00",100,1.21,1.22
"2024/10/22 02:00",100,0,1.21
"2024/10/22 01:00",100,1.21,1.21
"2024/10/22 00:00",100,1.21,1.2
"2024/10/21 23:00",100,1.21,1.21
"2024/10/21 22:00",100,1.21,1.21
"2024/10/21 21:00",100,1.21,1.22
"2024/10/21 20:00",100,1.21,1.22
"2024/10/21 19:00",100,1.21,1.21
"2024/10/21 18:00",100,1.21,1.21
"2024/10/21 17:00",100,1.21,1.21
"2024/10/21 16:00",100,1.21,1.22
"2024/10/21 15:00",100,1.21,1.21
"2024/10/21 14:00",100,0,1.21
"2024/10/21 13:00",100,1.21,1.21
"2024/10/21 12:00",100,1.21,1.22
"2024/10/21 11:00",100,1.21,1.21
"2024/10/21 10:00",100,1.21,1.21
"2024/10/21 09:00",100,1.21,1.21
"2024/10/21 08:00",100,1.21,1.21
"2024/10/21 07:00",100,1.21,1.21
"2024/10/21 06:00",100,1.21,1.21
"2024/10/21 05:00",100,1.21,1.22
"2024/10/21 04:00",100,1.21,1.21
"2024/10/21 03:00",100,1.21,1.21
"2024/10/21 02:00",100,1.21,1.21
"2024/10/21 01:00",100,1.21,1.21
"2024/10/21 00:00",100,1.21,1.21
"2024/10/20 23:00",100,1.21,1.21
