"日時","貯水率","流入量","放流量"
"2024/07/27 00:00",100,2.28,2.27
"2024/07/26 23:00",100,2.29,2.29
"2024/07/26 22:00",100,2.29,2.28
"2024/07/26 21:00",100,2.29,2.27
"2024/07/26 20:00",100,2.28,2.29
"2024/07/26 19:00",100,1.15,2.28
"2024/07/26 18:00",100,1.8,2.27
"2024/07/26 17:00",100,2.29,2.3
"2024/07/26 16:00",100,2.29,2.29
"2024/07/26 15:00",100,2.29,2.28
"2024/07/26 14:00",100,2.29,2.3
"2024/07/26 13:00",100,2.29,2.29
"2024/07/26 12:00",100,2.28,2.31
"2024/07/26 11:00",100,2.29,2.29
"2024/07/26 10:00",100,0.66,2.28
"2024/07/26 09:00",100,2.29,2.3
"2024/07/26 08:00",100,2.29,2.3
"2024/07/26 07:00",100,2.29,2.27
"2024/07/26 06:00",100,2.29,2.28
"2024/07/26 05:00",100,2.29,2.27
"2024/07/26 04:00",100,2.29,2.29
"2024/07/26 03:00",100,2.29,2.28
"2024/07/26 02:00",100,2.29,2.28
"2024/07/26 01:00",100,2.29,2.29
"2024/07/26 00:00",100,2.28,2.29
"2024/07/25 23:00",100,2.28,2.29
"2024/07/25 22:00",100,2.29,2.26
"2024/07/25 21:00",100,2.28,2.29
"2024/07/25 20:00",100,2.28,2.27
"2024/07/25 19:00",100,2.29,2.3
"2024/07/25 18:00",100,2.29,2.28
"2024/07/25 17:00",100,2.28,2.27
"2024/07/25 16:00",100,2.28,2.3
"2024/07/25 15:00",100,2.28,2.3
"2024/07/25 14:00",100,2.29,2.27
"2024/07/25 13:00",100,2.29,2.28
"2024/07/25 12:00",100,2.29,2.28
"2024/07/25 11:00",100,2.29,2.3
"2024/07/25 10:00",100,2.28,2.31
"2024/07/25 09:00",100,2.25,2.27
"2024/07/25 08:00",100,2.14,2.14
"2024/07/25 07:00",100,2.14,2.14
"2024/07/25 06:00",100,3.77,2.15
"2024/07/25 05:00",100,2.14,2.14
"2024/07/25 04:00",100,2.14,2.15
"2024/07/25 03:00",100,2.14,2.16
"2024/07/25 02:00",100,2.14,2.15
"2024/07/25 01:00",100,2.14,2.17
"2024/07/25 00:00",100,2.14,2.15
"2024/07/24 23:00",100,2.14,2.14
