"日時","貯水率","流入量","放流量"
"2024/04/13 00:00",98,2.12,0.59
"2024/04/12 23:00",97.9,0.58,0.59
"2024/04/12 22:00",97.9,1.5,0.59
"2024/04/12 21:00",97.9,1.2,0.59
"2024/04/12 20:00",97.8,0.58,0.59
"2024/04/12 19:00",97.8,2.12,0.59
"2024/04/12 18:00",97.7,0.58,0.59
"2024/04/12 17:00",97.7,2.12,0.58
"2024/04/12 16:00",97.6,0.58,0.59
"2024/04/12 15:00",97.6,1.35,0.58
"2024/04/12 14:00",97.6,1.35,0.58
"2024/04/12 13:00",97.6,1.35,0.58
"2024/04/12 12:00",97.6,1.35,0.59
"2024/04/12 11:00",97.5,0.58,0.59
"2024/04/12 10:00",97.5,2.12,0.58
"2024/04/12 09:00",97.4,1.81,0.58
"2024/04/12 08:00",97.4,0.89,0.58
"2024/04/12 07:00",97.3,2.12,0.59
"2024/04/12 06:00",97.2,0.58,0.58
"2024/04/12 05:00",97.2,2.12,0.58
"2024/04/12 04:00",97.2,0.58,0.58
"2024/04/12 03:00",97.2,2.12,0.59
"2024/04/12 02:00",97.1,0.58,0.58
"2024/04/12 01:00",97.1,2.12,0.58
"2024/04/12 00:00",97,0.58,0.59
"2024/04/11 23:00",97,2.12,0.58
"2024/04/11 22:00",96.9,1.04,0.59
"2024/04/11 21:00",96.9,1.66,0.59
"2024/04/11 20:00",96.8,2.12,0.59
"2024/04/11 19:00",96.8,0.58,0.59
"2024/04/11 18:00",96.8,2.12,0.59
"2024/04/11 17:00",96.7,0.58,0.58
"2024/04/11 16:00",96.7,2.12,0.59
"2024/04/11 15:00",96.6,0.58,0.58
"2024/04/11 14:00",96.6,2.12,0.59
"2024/04/11 13:00",96.5,0.58,0.58
"2024/04/11 12:00",96.5,2.12,0.58
"2024/04/11 11:00",96.4,2.12,0.59
"2024/04/11 10:00",96.4,0.58,0.58
"2024/04/11 09:00",96.4,2.12,0.58
"2024/04/11 08:00",96.3,2.12,0.58
"2024/04/11 07:00",96.2,0.58,0.58
"2024/04/11 06:00",96.2,2.12,0.58
"2024/04/11 05:00",96.1,2.12,0.58
"2024/04/11 04:00",96,0.58,0.58
"2024/04/11 03:00",96,2.12,0.58
"2024/04/11 02:00",95.9,2.12,0.58
"2024/04/11 01:00",95.9,0.58,0.58
"2024/04/11 00:00",95.9,2.12,0.58
"2024/04/10 23:00",95.8,2.12,0.58
