"日時","貯水率","流入量","放流量"
"2025/08/18 00:00",77,0.81,0.82
"2025/08/17 23:00",77,0.81,0.82
"2025/08/17 22:00",77,0.81,0.81
"2025/08/17 21:00",77,0.81,0.81
"2025/08/17 20:00",77,0,0.82
"2025/08/17 19:00",77.1,1.45,1.46
"2025/08/17 18:00",77.1,1.45,1.44
"2025/08/17 17:00",77.1,0.15,1.45
"2025/08/17 16:00",77.2,1.45,1.46
"2025/08/17 15:00",77.2,1.45,1.45
"2025/08/17 14:00",77.2,0.15,1.45
"2025/08/17 13:00",77.2,1.45,1.45
"2025/08/17 12:00",77.2,0.15,1.46
"2025/08/17 11:00",77.3,0.15,1.46
"2025/08/17 10:00",77.4,1.45,1.45
"2025/08/17 09:00",77.4,0.15,1.45
"2025/08/17 08:00",77.4,1.45,1.46
"2025/08/17 07:00",77.4,0.15,1.46
"2025/08/17 06:00",77.5,1.45,1.46
"2025/08/17 05:00",77.5,0.15,1.44
"2025/08/17 04:00",77.6,1.3,1.46
"2025/08/17 03:00",77.6,0.82,0.81
"2025/08/17 02:00",77.6,0.82,0.82
"2025/08/17 01:00",77.6,0.82,0.82
"2025/08/17 00:00",77.6,0.82,0.82
"2025/08/16 23:00",77.6,0.82,0.81
"2025/08/16 22:00",77.6,0.82,0.82
"2025/08/16 21:00",77.6,0.82,0.81
"2025/08/16 20:00",77.6,0,0.82
"2025/08/16 19:00",77.6,1.46,1.46
"2025/08/16 18:00",77.6,0.15,1.46
"2025/08/16 17:00",77.7,1.45,1.46
"2025/08/16 16:00",77.7,0.81,1.46
"2025/08/16 15:00",77.7,0.81,1.46
"2025/08/16 14:00",77.8,0.16,1.46
"2025/08/16 13:00",77.8,0.16,1.47
"2025/08/16 12:00",77.9,1.46,1.47
"2025/08/16 11:00",77.9,0.16,1.46
"2025/08/16 10:00",78,1.46,1.47
"2025/08/16 09:00",78,0.16,1.45
"2025/08/16 08:00",78,1.46,1.46
"2025/08/16 07:00",78,0.16,1.48
"2025/08/16 06:00",78.1,0.16,1.47
"2025/08/16 05:00",78.2,1.46,1.46
"2025/08/16 04:00",78.2,0.02,1.46
"2025/08/16 03:00",78.3,0.82,0.82
"2025/08/16 02:00",78.3,0.82,0.82
"2025/08/16 01:00",78.3,0.82,0.82
"2025/08/16 00:00",78.3,0.82,0.82
"2025/08/15 23:00",78.3,0.82,0.81
