"日時","貯水率","流入量","放流量"
"2024/07/18 00:00",100,5.19,5.2
"2024/07/17 23:00",100,5.19,5.19
"2024/07/17 22:00",100,5.18,5.18
"2024/07/17 21:00",100,5.19,5.2
"2024/07/17 20:00",100,5.19,5.18
"2024/07/17 19:00",100,5.19,5.21
"2024/07/17 18:00",100,5.74,5.75
"2024/07/17 17:00",100,5.74,5.74
"2024/07/17 16:00",100,6.9,5.74
"2024/07/17 15:00",100,3.69,3.69
"2024/07/17 14:00",100,4.61,3.69
"2024/07/17 13:00",99.8,3.69,3.7
"2024/07/17 12:00",99.8,12.9,3.68
"2024/07/17 11:00",99.6,3.68,3.67
"2024/07/17 10:00",99.4,3.67,3.66
"2024/07/17 09:00",99.4,3.66,3.67
"2024/07/17 08:00",99.4,6.08,4.38
"2024/07/17 07:00",99.4,6.5,6.5
"2024/07/17 06:00",99.4,6.5,6.49
"2024/07/17 05:00",99.4,6.5,6.51
"2024/07/17 04:00",99.4,6.51,6.52
"2024/07/17 03:00",99.4,6.51,6.52
"2024/07/17 02:00",99.4,6.51,6.5
"2024/07/17 01:00",99.5,6.51,6.5
"2024/07/17 00:00",99.5,6.51,6.49
"2024/07/16 23:00",99.5,6.51,6.52
"2024/07/16 22:00",99.5,6.52,6.5
"2024/07/16 21:00",99.5,6.52,6.51
"2024/07/16 20:00",99.5,6.52,6.51
"2024/07/16 19:00",99.5,6.52,6.51
"2024/07/16 18:00",99.5,6.52,6.52
"2024/07/16 17:00",99.5,5.91,5.92
"2024/07/16 16:00",99.4,12.7,4.41
"2024/07/16 15:00",99.3,4.39,4.4
"2024/07/16 14:00",99.1,4.38,4.38
"2024/07/16 13:00",99,8.07,4.38
"2024/07/16 12:00",98.9,10.83,4.38
"2024/07/16 11:00",98.7,13.6,4.37
"2024/07/16 10:00",98.5,8.99,4.38
"2024/07/16 09:00",98.4,5.86,5.86
"2024/07/16 08:00",98.3,5.86,5.86
"2024/07/16 07:00",98.2,5.85,5.86
"2024/07/16 06:00",98.2,11.39,5.86
"2024/07/16 05:00",98.1,8.62,5.85
"2024/07/16 04:00",98,9.54,5.85
"2024/07/16 03:00",98,5.85,5.85
"2024/07/16 02:00",97.9,5.83,5.85
"2024/07/16 01:00",97.8,7.69,5.83
"2024/07/16 00:00",97.7,15.06,5.82
"2024/07/15 23:00",97.6,9.51,5.84
