"日時","貯水率","流入量","放流量"
"2025/07/20 00:00",92.6,0.81,0.81
"2025/07/19 23:00",92.6,0.81,0.81
"2025/07/19 22:00",92.6,0.81,0.81
"2025/07/19 21:00",92.6,0.81,0.82
"2025/07/19 20:00",92.6,0.81,0.81
"2025/07/19 19:00",92.6,0.81,0.81
"2025/07/19 18:00",92.6,0.81,0.81
"2025/07/19 17:00",92.6,0.81,0.81
"2025/07/19 16:00",92.6,0.81,0.8
"2025/07/19 15:00",92.6,1.11,0.82
"2025/07/19 14:00",92.6,1.99,0.81
"2025/07/19 13:00",92.6,0.81,0.81
"2025/07/19 12:00",92.6,0.81,0.8
"2025/07/19 11:00",92.6,0.81,0.81
"2025/07/19 10:00",92.6,0.81,0.81
"2025/07/19 09:00",92.6,0.81,0.81
"2025/07/19 08:00",92.6,2.29,0.81
"2025/07/19 07:00",92.5,0.81,0.81
"2025/07/19 06:00",92.5,0.81,0.81
"2025/07/19 05:00",92.5,0.81,0.81
"2025/07/19 04:00",92.5,2.29,0.81
"2025/07/19 03:00",92.4,0.81,0.8
"2025/07/19 02:00",92.4,0.81,0.81
"2025/07/19 01:00",92.4,0.81,0.81
"2025/07/19 00:00",92.4,2.29,0.81
"2025/07/18 23:00",92.3,0.81,0.81
"2025/07/18 22:00",92.3,0.81,0.81
"2025/07/18 21:00",92.3,2.29,0.81
"2025/07/18 20:00",92.3,0.81,0.81
"2025/07/18 19:00",92.3,2.29,0.8
"2025/07/18 18:00",92.2,0.81,0.81
"2025/07/18 17:00",92.2,2.29,0.8
"2025/07/18 16:00",92.1,2.29,0.81
"2025/07/18 15:00",92,0.81,0.81
"2025/07/18 14:00",92,2.29,0.81
"2025/07/18 13:00",92,2.29,0.81
"2025/07/18 12:00",91.9,2.29,0.81
"2025/07/18 11:00",91.8,2.29,0.81
"2025/07/18 10:00",91.7,3.77,0.8
"2025/07/18 09:00",91.6,2.32,0.8
"2025/07/18 08:00",91.5,2.7,1.21
"2025/07/18 07:00",91.4,2.7,1.23
"2025/07/18 06:00",91.3,1.22,1.23
"2025/07/18 05:00",91.3,1.96,1.22
"2025/07/18 04:00",91.3,1.93,1.23
"2025/07/18 03:00",91.3,2.3,0.82
"2025/07/18 02:00",91.2,2.3,0.83
"2025/07/18 01:00",91.1,0.82,0.83
"2025/07/18 00:00",91.1,1.56,0.82
"2025/07/17 23:00",91.1,1.56,0.83
