"日時","貯水率","流入量","放流量"
"2024/04/04 00:00",80,6.03,0.52
"2024/04/03 23:00",79.7,7.27,0.52
"2024/04/03 22:00",79.3,7.96,0.52
"2024/04/03 21:00",78.9,7.27,0.52
"2024/04/03 20:00",78.5,7.3,0.65
"2024/04/03 19:00",78.2,5.74,0.65
"2024/04/03 18:00",77.9,4.82,0.65
"2024/04/03 17:00",77.7,4.3,0.65
"2024/04/03 16:00",77.5,5.08,0.65
"2024/04/03 15:00",77.3,4.3,0.65
"2024/04/03 14:00",77.1,4.3,0.65
"2024/04/03 13:00",76.9,3.26,0.65
"2024/04/03 12:00",76.7,3.26,0.65
"2024/04/03 11:00",76.6,3.91,0.65
"2024/04/03 10:00",76.4,5.22,0.65
"2024/04/03 09:00",76.2,1.95,0.65
"2024/04/03 08:00",76.1,2.34,0.65
"2024/04/03 07:00",76,2.86,0.65
"2024/04/03 06:00",75.9,1.95,0.52
"2024/04/03 05:00",75.8,3,0.52
"2024/04/03 04:00",75.7,1.82,0.52
"2024/04/03 03:00",75.6,1.82,0.52
"2024/04/03 02:00",75.6,0.52,0.52
"2024/04/03 01:00",75.6,1.82,0.52
"2024/04/03 00:00",75.5,0.52,0.52
"2024/04/02 23:00",75.5,0.52,0.52
"2024/04/02 22:00",75.5,1.82,0.52
"2024/04/02 21:00",75.4,0.53,0.52
"2024/04/02 20:00",75.4,0.65,0.65
"2024/04/02 19:00",75.4,0.65,0.65
"2024/04/02 18:00",75.4,1.95,0.65
"2024/04/02 17:00",75.4,0.65,0.65
"2024/04/02 16:00",75.4,0.65,0.65
"2024/04/02 15:00",75.4,1.95,0.65
"2024/04/02 14:00",75.3,0.65,0.65
"2024/04/02 13:00",75.3,0.65,0.65
"2024/04/02 12:00",75.3,1.69,0.65
"2024/04/02 11:00",75.3,0.91,0.65
"2024/04/02 10:00",75.2,0.65,0.65
"2024/04/02 09:00",75.2,0.91,0.65
"2024/04/02 08:00",75.2,1.69,0.65
"2024/04/02 07:00",75.2,0.64,0.65
"2024/04/02 06:00",75.2,0.52,0.52
"2024/04/02 05:00",75.2,1.82,0.52
"2024/04/02 04:00",75.1,0.52,0.52
"2024/04/02 03:00",75.1,1.82,0.52
"2024/04/02 02:00",75,0.52,0.52
"2024/04/02 01:00",75,1.04,0.52
"2024/04/02 00:00",75,1.3,0.52
"2024/04/01 23:00",75,0.52,0.52
