"日時","貯水率","流入量","放流量"
"2024/12/27 00:00",99.8,0.9,0.89
"2024/12/26 23:00",99.8,0.9,0.9
"2024/12/26 22:00",99.8,0.9,0.9
"2024/12/26 21:00",99.8,0.9,0.9
"2024/12/26 20:00",99.8,0.9,0.9
"2024/12/26 19:00",99.8,0.9,0.9
"2024/12/26 18:00",99.8,0.9,0.89
"2024/12/26 17:00",99.8,0.9,0.89
"2024/12/26 16:00",99.8,0.9,0.89
"2024/12/26 15:00",99.8,0.9,0.9
"2024/12/26 14:00",99.8,0.9,0.89
"2024/12/26 13:00",99.8,0.9,0.89
"2024/12/26 12:00",99.8,0.9,0.9
"2024/12/26 11:00",99.8,0.9,0.9
"2024/12/26 10:00",99.8,0,0.9
"2024/12/26 09:00",99.9,0.9,0.9
"2024/12/26 08:00",99.9,0.9,0.9
"2024/12/26 07:00",99.9,0.9,0.9
"2024/12/26 06:00",99.9,0.9,0.9
"2024/12/26 05:00",99.9,0.9,0.9
"2024/12/26 04:00",99.9,0.9,0.9
"2024/12/26 03:00",99.9,0.9,0.9
"2024/12/26 02:00",99.9,0.9,0.9
"2024/12/26 01:00",99.9,0.9,0.9
"2024/12/26 00:00",99.9,0.9,0.9
"2024/12/25 23:00",99.9,0,0.9
"2024/12/25 22:00",100,0.9,0.9
"2024/12/25 21:00",100,0.9,0.9
"2024/12/25 20:00",100,0.9,0.9
"2024/12/25 19:00",100,0.9,0.9
"2024/12/25 18:00",100,0.9,0.9
"2024/12/25 17:00",100,0.9,0.91
"2024/12/25 16:00",100,0.9,0.91
"2024/12/25 15:00",100,0.9,0.91
"2024/12/25 14:00",100,0.82,0.91
"2024/12/25 13:00",100,0.68,0.68
"2024/12/25 12:00",100,0.68,0.68
"2024/12/25 11:00",100,0.7,0.68
"2024/12/25 10:00",100,0.91,0.79
"2024/12/25 09:00",100,0.9,0.9
"2024/12/25 08:00",100,0.9,0.89
"2024/12/25 07:00",100,0.9,0.89
"2024/12/25 06:00",100,0.89,0.89
"2024/12/25 05:00",100,0.89,0.89
"2024/12/25 04:00",100,0.89,0.89
"2024/12/25 03:00",100,0.89,0.89
"2024/12/25 02:00",100,0.89,0.89
"2024/12/25 01:00",100,0,0.89
"2024/12/25 00:00",100,0.89,0.89
"2024/12/24 23:00",100,0.89,0.89
