"日時","貯水率","流入量","放流量"
"2024/06/18 00:00",96.5,2.53,4.85
"2024/06/17 23:00",96.7,1.61,4.83
"2024/06/17 22:00",96.8,0.37,4.84
"2024/06/17 21:00",97.1,1.73,4.83
"2024/06/17 20:00",97.2,0.11,4.73
"2024/06/17 19:00",97.5,1.1,4.73
"2024/06/17 18:00",97.6,1.1,3.05
"2024/06/17 17:00",97.7,1.63,1.62
"2024/06/17 16:00",97.7,0.09,1.63
"2024/06/17 15:00",97.8,1.63,1.61
"2024/06/17 14:00",97.8,0.09,1.64
"2024/06/17 13:00",97.9,1.63,1.62
"2024/06/17 12:00",97.9,0.4,1.64
"2024/06/17 11:00",97.9,1.32,1.63
"2024/06/17 10:00",98,1.63,1.62
"2024/06/17 09:00",98,0.09,1.64
"2024/06/17 08:00",98,1.64,1.63
"2024/06/17 07:00",98,0.1,1.64
"2024/06/17 06:00",98.1,1.64,1.64
"2024/06/17 05:00",98.1,0.1,1.64
"2024/06/17 04:00",98.2,1.59,1.65
"2024/06/17 03:00",98.2,0.96,0.96
"2024/06/17 02:00",98.2,0.96,0.96
"2024/06/17 01:00",98.2,0.96,0.96
"2024/06/17 00:00",98.2,0.96,0.95
"2024/06/16 23:00",98.2,0.96,0.96
"2024/06/16 22:00",98.2,0.96,0.96
"2024/06/16 21:00",98.2,0.96,0.96
"2024/06/16 20:00",98.2,1.01,0.96
"2024/06/16 19:00",98.2,0.1,1.64
"2024/06/16 18:00",98.3,1.64,1.65
"2024/06/16 17:00",98.3,1.62,1.63
"2024/06/16 16:00",98.3,1,1.63
"2024/06/16 15:00",98.3,0.7,1.61
"2024/06/16 14:00",98.4,0.09,1.63
"2024/06/16 13:00",98.5,1.63,1.62
"2024/06/16 12:00",98.5,0.1,1.63
"2024/06/16 11:00",98.5,1.63,1.63
"2024/06/16 10:00",98.5,0.1,1.63
"2024/06/16 09:00",98.6,1.64,1.63
"2024/06/16 08:00",98.6,0.1,1.65
"2024/06/16 07:00",98.7,1.64,1.63
"2024/06/16 06:00",98.7,0.1,1.63
"2024/06/16 05:00",98.8,1.64,1.65
"2024/06/16 04:00",98.8,1.59,1.63
"2024/06/16 03:00",98.8,0.95,0.96
"2024/06/16 02:00",98.8,0.96,0.96
"2024/06/16 01:00",98.8,0.95,0.95
"2024/06/16 00:00",98.8,0.95,0.95
"2024/06/15 23:00",98.8,0.96,0.95
