"日時","貯水率","流入量","放流量"
"2025/08/12 00:00",78.3,2.12,0.82
"2025/08/11 23:00",78.3,2.12,0.82
"2025/08/11 22:00",78.2,2.12,0.82
"2025/08/11 21:00",78.1,2.12,0.82
"2025/08/11 20:00",78,3.43,0.82
"2025/08/11 19:00",77.9,3.3,0.82
"2025/08/11 18:00",77.8,3.56,0.82
"2025/08/11 17:00",77.6,2.12,0.82
"2025/08/11 16:00",77.6,2.12,0.82
"2025/08/11 15:00",77.5,2.13,0.83
"2025/08/11 14:00",77.4,3.43,0.82
"2025/08/11 13:00",77.3,2.12,0.83
"2025/08/11 12:00",77.2,2.12,0.83
"2025/08/11 11:00",77.2,2.12,0.83
"2025/08/11 10:00",77.1,3.43,0.82
"2025/08/11 09:00",77,2.49,0.82
"2025/08/11 08:00",76.9,2.76,1.45
"2025/08/11 07:00",76.8,2.89,1.45
"2025/08/11 06:00",76.8,4.06,1.46
"2025/08/11 05:00",76.6,5.11,1.45
"2025/08/11 04:00",76.5,5.87,1.46
"2025/08/11 03:00",76.2,7.07,0.82
"2025/08/11 02:00",75.9,8.25,0.82
"2025/08/11 01:00",75.5,12.02,0.82
"2025/08/11 00:00",74.9,10.46,0.82
"2025/08/10 23:00",74.4,11.76,0.82
"2025/08/10 22:00",73.8,15.28,0.82
"2025/08/10 21:00",73.1,14.1,0.82
"2025/08/10 20:00",72.3,10.49,0.82
"2025/08/10 19:00",71.8,4.71,0.95
"2025/08/10 18:00",71.6,3.41,0.94
"2025/08/10 17:00",71.5,1.93,0.94
"2025/08/10 16:00",71.4,2.43,0.94
"2025/08/10 15:00",71.3,0.33,0.95
"2025/08/10 14:00",71.4,0.47,1.71
"2025/08/10 13:00",71.5,1.7,1.69
"2025/08/10 12:00",71.5,0.47,1.7
"2025/08/10 11:00",71.5,0.47,1.7
"2025/08/10 10:00",71.6,0.47,1.71
"2025/08/10 09:00",71.7,0.47,1.72
"2025/08/10 08:00",71.7,0.41,1.71
"2025/08/10 07:00",71.8,1.71,1.71
"2025/08/10 06:00",71.8,0.16,1.71
"2025/08/10 05:00",71.9,1.2,1.7
"2025/08/10 04:00",71.9,0.19,1.71
"2025/08/10 03:00",72,0.81,0.81
"2025/08/10 02:00",72,0,0.82
"2025/08/10 01:00",72.1,0.81,0.81
"2025/08/10 00:00",72.1,0.81,0.82
"2025/08/09 23:00",72.1,0.81,0.82
