"日時","貯水率","流入量","放流量"
"2025/08/29 00:00",65.7,0.88,0.88
"2025/08/28 23:00",65.7,0,0.88
"2025/08/28 22:00",65.8,0.88,0.88
"2025/08/28 21:00",65.8,0.88,0.88
"2025/08/28 20:00",65.8,0.88,0.88
"2025/08/28 19:00",65.8,0,0.88
"2025/08/28 18:00",65.9,0.52,1.75
"2025/08/28 17:00",65.9,0.52,1.76
"2025/08/28 16:00",66,0.52,1.76
"2025/08/28 15:00",66.1,0.52,1.77
"2025/08/28 14:00",66.1,0.52,1.77
"2025/08/28 13:00",66.2,0.52,1.75
"2025/08/28 12:00",66.3,0.52,1.75
"2025/08/28 11:00",66.3,0.52,1.75
"2025/08/28 10:00",66.4,0.52,1.74
"2025/08/28 09:00",66.5,0.52,1.77
"2025/08/28 08:00",66.5,0.53,1.75
"2025/08/28 07:00",66.6,0.52,1.76
"2025/08/28 06:00",66.6,0.52,1.75
"2025/08/28 05:00",66.7,0.52,1.76
"2025/08/28 04:00",66.8,0.46,1.76
"2025/08/28 03:00",66.8,0.88,0.88
"2025/08/28 02:00",66.8,0.88,0.88
"2025/08/28 01:00",66.8,0,0.88
"2025/08/28 00:00",66.9,0.88,0.88
"2025/08/27 23:00",66.9,0.88,0.88
"2025/08/27 22:00",66.9,0.88,0.88
"2025/08/27 21:00",66.9,0.88,0.88
"2025/08/27 20:00",66.9,0,0.88
"2025/08/27 19:00",67,0.52,1.76
"2025/08/27 18:00",67,0.52,1.76
"2025/08/27 17:00",67.1,0.52,1.77
"2025/08/27 16:00",67.2,0.52,1.75
"2025/08/27 15:00",67.2,0.49,1.73
"2025/08/27 14:00",67.3,0.49,1.72
"2025/08/27 13:00",67.4,0.5,1.73
"2025/08/27 12:00",67.4,0.5,1.73
"2025/08/27 11:00",67.5,0.5,1.74
"2025/08/27 10:00",67.6,0.5,1.74
"2025/08/27 09:00",67.6,0.5,1.73
"2025/08/27 08:00",67.7,0.5,1.73
"2025/08/27 07:00",67.8,0.5,1.72
"2025/08/27 06:00",67.8,0.5,1.73
"2025/08/27 05:00",67.9,0.5,1.73
"2025/08/27 04:00",68,0.43,1.73
"2025/08/27 03:00",68,0.85,0.85
"2025/08/27 02:00",68,0.85,0.86
"2025/08/27 01:00",68,0.85,0.85
"2025/08/27 00:00",68,0.85,0.85
"2025/08/26 23:00",68,0,0.86
