"日時","貯水率","流入量","放流量"
"2024/09/03 00:00",100,3.09,3.1
"2024/09/02 23:00",100,3.09,3.1
"2024/09/02 22:00",100,3.09,3.08
"2024/09/02 21:00",100,3.1,3.08
"2024/09/02 20:00",100,4.75,3.11
"2024/09/02 19:00",100,3.09,3.09
"2024/09/02 18:00",100,3.09,3.09
"2024/09/02 17:00",100,3.09,3.1
"2024/09/02 16:00",100,3.09,3.1
"2024/09/02 15:00",100,3.09,3.1
"2024/09/02 14:00",100,4.72,3.09
"2024/09/02 13:00",100,3.09,3.09
"2024/09/02 12:00",100,3.62,3.09
"2024/09/02 11:00",100,3.5,1.89
"2024/09/02 10:00",100,3.5,1.88
"2024/09/02 09:00",100,3.56,1.86
"2024/09/02 08:00",100,4.7,1.85
"2024/09/02 07:00",100,3.08,3.08
"2024/09/02 06:00",100,4.71,3.07
"2024/09/02 05:00",100,3.08,3.08
"2024/09/02 04:00",100,3.57,3.09
"2024/09/02 03:00",100,4.22,3.09
"2024/09/02 02:00",100,4.71,3.07
"2024/09/02 01:00",100,3.08,3.09
"2024/09/02 00:00",100,4.71,3.09
"2024/09/01 23:00",100,3.73,3.08
"2024/09/01 22:00",100,4.06,3.08
"2024/09/01 21:00",100,4.71,3.07
"2024/09/01 20:00",100,4.71,3.08
"2024/09/01 19:00",100,4.71,3.08
"2024/09/01 18:00",100,3.08,3.08
"2024/09/01 17:00",100,4.71,3.08
"2024/09/01 16:00",100,4.71,3.08
"2024/09/01 15:00",100,4.71,3.07
"2024/09/01 14:00",100,4.71,3.07
"2024/09/01 13:00",100,4.68,3.08
"2024/09/01 12:00",100,5.05,3.08
"2024/09/01 11:00",99.9,5.92,1.86
"2024/09/01 10:00",99.8,3.42,3.42
"2024/09/01 09:00",99.8,6.39,6.38
"2024/09/01 08:00",99.8,6.94,8.67
"2024/09/01 07:00",99.9,8.68,8.67
"2024/09/01 06:00",100,2.61,8.68
"2024/09/01 05:00",100,8.69,8.7
"2024/09/01 04:00",100,8.7,8.69
"2024/09/01 03:00",100,7.84,8.7
"2024/09/01 02:00",100,6.09,8.7
"2024/09/01 01:00",100,5.23,8.71
"2024/09/01 00:00",100,8.71,8.71
"2024/08/31 23:00",100,8.73,8.73
