"日時","貯水率","流入量","放流量"
"2024/05/25 00:00",100,0.69,0.69
"2024/05/24 23:00",100,0.69,0.69
"2024/05/24 22:00",100,0.69,0.69
"2024/05/24 21:00",100,0.69,0.69
"2024/05/24 20:00",100,0.69,0.69
"2024/05/24 19:00",100,0.69,0.69
"2024/05/24 18:00",100,0.69,0.69
"2024/05/24 17:00",100,0.69,0.68
"2024/05/24 16:00",100,0.69,0.69
"2024/05/24 15:00",100,0.69,0.69
"2024/05/24 14:00",100,0.69,0.69
"2024/05/24 13:00",100,0.69,0.69
"2024/05/24 12:00",100,0.69,0.68
"2024/05/24 11:00",100,0.73,0.69
"2024/05/24 10:00",100,1.18,1.19
"2024/05/24 09:00",100,1.16,1.19
"2024/05/24 08:00",100,0.7,0.7
"2024/05/24 07:00",100,0.7,0.7
"2024/05/24 06:00",100,0.7,0.7
"2024/05/24 05:00",100,0.7,0.7
"2024/05/24 04:00",100,0.7,0.7
"2024/05/24 03:00",100,0.7,0.7
"2024/05/24 02:00",100,0.7,0.7
"2024/05/24 01:00",100,0.7,0.7
"2024/05/24 00:00",100,0.7,0.7
"2024/05/23 23:00",100,0.7,0.7
"2024/05/23 22:00",100,0.7,0.7
"2024/05/23 21:00",100,0.7,0.7
"2024/05/23 20:00",100,0.7,0.7
"2024/05/23 19:00",100,0.7,0.7
"2024/05/23 18:00",100,0.7,0.7
"2024/05/23 17:00",100,0.7,0.7
"2024/05/23 16:00",100,0.7,0.7
"2024/05/23 15:00",100,0.7,0.7
"2024/05/23 14:00",100,0.7,0.7
"2024/05/23 13:00",100,0.7,0.7
"2024/05/23 12:00",100,0.7,0.7
"2024/05/23 11:00",100,0.7,0.7
"2024/05/23 10:00",100,0.7,0.7
"2024/05/23 09:00",100,0.7,0.7
"2024/05/23 08:00",100,0.7,0.71
"2024/05/23 07:00",100,0.7,0.69
"2024/05/23 06:00",100,0.7,0.7
"2024/05/23 05:00",100,0.7,0.7
"2024/05/23 04:00",100,0.7,0.7
"2024/05/23 03:00",100,0.7,0.7
"2024/05/23 02:00",100,0.7,0.7
"2024/05/23 01:00",100,0.7,0.7
"2024/05/23 00:00",100,0.7,0.7
"2024/05/22 23:00",100,0.7,0.71
