"日時","貯水率","流入量","放流量"
"2025/08/04 00:00",78.5,0.82,0.82
"2025/08/03 23:00",78.5,0.82,0.82
"2025/08/03 22:00",78.5,0.82,0.82
"2025/08/03 21:00",78.5,0,0.82
"2025/08/03 20:00",78.5,0.93,0.83
"2025/08/03 19:00",78.5,0.7,2.01
"2025/08/03 18:00",78.6,0.63,1.99
"2025/08/03 17:00",78.7,0.62,1.99
"2025/08/03 16:00",78.7,0.63,2
"2025/08/03 15:00",78.8,0.62,2.01
"2025/08/03 14:00",78.9,0.63,2.01
"2025/08/03 13:00",79,0.62,2
"2025/08/03 12:00",79,0.62,1.99
"2025/08/03 11:00",79.1,0.38,1.99
"2025/08/03 10:00",79.2,0.32,2.01
"2025/08/03 09:00",79.3,0.57,1.99
"2025/08/03 08:00",79.4,0.62,2
"2025/08/03 07:00",79.5,0.63,1.99
"2025/08/03 06:00",79.6,0.63,2.01
"2025/08/03 05:00",79.6,0.63,2.01
"2025/08/03 04:00",79.7,0.63,1.99
"2025/08/03 03:00",79.8,0.54,2.01
"2025/08/03 02:00",79.8,0.82,0.82
"2025/08/03 01:00",79.8,0.82,0.82
"2025/08/03 00:00",79.8,0.82,0.82
"2025/08/02 23:00",79.8,0.82,0.82
"2025/08/02 22:00",79.8,0.82,0.83
"2025/08/02 21:00",79.8,0,0.82
"2025/08/02 20:00",79.9,0.93,0.83
"2025/08/02 19:00",79.9,0.63,2.01
"2025/08/02 18:00",80,0.63,2
"2025/08/02 17:00",80,0.63,2
"2025/08/02 16:00",80.1,0.63,1.99
"2025/08/02 15:00",80.2,0.25,2
"2025/08/02 14:00",80.3,0.38,2
"2025/08/02 13:00",80.4,0.63,2.01
"2025/08/02 12:00",80.5,0.63,2.02
"2025/08/02 11:00",80.6,0.63,2.01
"2025/08/02 10:00",80.6,0.63,2
"2025/08/02 09:00",80.7,0.64,2.02
"2025/08/02 08:00",80.8,0.64,2.02
"2025/08/02 07:00",80.8,0.64,2.02
"2025/08/02 06:00",80.9,0.64,2.01
"2025/08/02 05:00",81,0.64,2.01
"2025/08/02 04:00",81.1,0.64,2.01
"2025/08/02 03:00",81.1,0.55,2.01
"2025/08/02 02:00",81.2,0.83,0.82
"2025/08/02 01:00",81.2,0.82,0.83
"2025/08/02 00:00",81.2,0.82,0.83
"2025/08/01 23:00",81.2,0.83,0.82
