"日時","貯水率","流入量","放流量"
"2024/09/11 00:00",100,2.02,2.02
"2024/09/10 23:00",100,2.02,2.03
"2024/09/10 22:00",100,2.02,2.04
"2024/09/10 21:00",100,2.02,2.02
"2024/09/10 20:00",100,2.02,2.01
"2024/09/10 19:00",100,2.02,2.01
"2024/09/10 18:00",100,7.12,2.03
"2024/09/10 17:00",100,2.33,1.32
"2024/09/10 16:00",100,1.33,1.33
"2024/09/10 15:00",100,1.33,1.33
"2024/09/10 14:00",100,2.99,1.31
"2024/09/10 13:00",100,1.33,1.32
"2024/09/10 12:00",100,1.33,1.34
"2024/09/10 11:00",100,1.33,1.32
"2024/09/10 10:00",100,2.99,1.33
"2024/09/10 09:00",100,1.33,1.33
"2024/09/10 08:00",100,1.33,1.33
"2024/09/10 07:00",100,1.33,1.33
"2024/09/10 06:00",100,1.33,1.34
"2024/09/10 05:00",100,2.99,1.34
"2024/09/10 04:00",100,1.33,1.32
"2024/09/10 03:00",100,1.33,1.34
"2024/09/10 02:00",100,1.33,1.33
"2024/09/10 01:00",100,2.95,1.33
"2024/09/10 00:00",100,1.33,1.33
"2024/09/09 23:00",100,1.33,1.32
"2024/09/09 22:00",100,1.33,1.33
"2024/09/09 21:00",100,1.33,1.33
"2024/09/09 20:00",100,1.33,1.33
"2024/09/09 19:00",100,2.96,1.34
"2024/09/09 18:00",100,1.33,1.34
"2024/09/09 17:00",100,1.33,1.32
"2024/09/09 16:00",100,1.33,1.34
"2024/09/09 15:00",100,2.96,1.33
"2024/09/09 14:00",100,1.33,1.33
"2024/09/09 13:00",100,1.33,1.33
"2024/09/09 12:00",100,1.33,1.33
"2024/09/09 11:00",100,1.33,1.33
"2024/09/09 10:00",100,1.33,1.32
"2024/09/09 09:00",100,1.33,1.33
"2024/09/09 08:00",100,0.49,1.33
"2024/09/09 07:00",100,2.15,2.16
"2024/09/09 06:00",100,2.15,2.15
"2024/09/09 05:00",100,2.16,2.14
"2024/09/09 04:00",100,0.53,2.17
"2024/09/09 03:00",100,2.16,2.14
"2024/09/09 02:00",100,2.16,2.15
"2024/09/09 01:00",100,2.16,2.14
"2024/09/09 00:00",100,0.54,2.16
"2024/09/08 23:00",100,2.16,2.16
