"日時","貯水率","流入量","放流量"
"2025/08/22 00:00",73.1,0.84,0.84
"2025/08/21 23:00",73.1,0.84,0.84
"2025/08/21 22:00",73.1,0,0.85
"2025/08/21 21:00",73.2,0.84,0.85
"2025/08/21 20:00",73.2,0.91,0.85
"2025/08/21 19:00",73.2,0.44,1.74
"2025/08/21 18:00",73.2,0.44,1.75
"2025/08/21 17:00",73.3,0.44,1.74
"2025/08/21 16:00",73.4,0.44,1.75
"2025/08/21 15:00",73.4,0.43,1.72
"2025/08/21 14:00",73.5,1.09,1.74
"2025/08/21 13:00",73.5,1.09,1.73
"2025/08/21 12:00",73.6,0.43,1.73
"2025/08/21 11:00",73.7,0.44,1.73
"2025/08/21 10:00",73.7,0.43,1.75
"2025/08/21 09:00",73.8,0.44,1.74
"2025/08/21 08:00",73.9,0.47,1.76
"2025/08/21 07:00",73.9,0.47,1.77
"2025/08/21 06:00",74,0.47,1.76
"2025/08/21 05:00",74.1,0.47,1.77
"2025/08/21 04:00",74.1,1.7,1.76
"2025/08/21 03:00",74.1,0.35,0.88
"2025/08/21 02:00",74.1,0.53,0.88
"2025/08/21 01:00",74.2,0.88,0.87
"2025/08/21 00:00",74.2,0.88,0.88
"2025/08/20 23:00",74.2,0.88,0.87
"2025/08/20 22:00",74.2,0.88,0.88
"2025/08/20 21:00",74.2,0,0.88
"2025/08/20 20:00",74.3,0.95,0.88
"2025/08/20 19:00",74.3,0.47,1.75
"2025/08/20 18:00",74.3,1.77,1.78
"2025/08/20 17:00",74.3,0.34,1.75
"2025/08/20 16:00",74.4,0.69,1.75
"2025/08/20 15:00",74.5,0.43,1.73
"2025/08/20 14:00",74.6,0.43,1.72
"2025/08/20 13:00",74.6,0.43,1.75
"2025/08/20 12:00",74.7,0.43,1.73
"2025/08/20 11:00",74.8,0.43,1.73
"2025/08/20 10:00",74.8,0.69,1.73
"2025/08/20 09:00",74.8,1.48,1.74
"2025/08/20 08:00",74.9,0.43,1.75
"2025/08/20 07:00",75,0.43,1.74
"2025/08/20 06:00",75,0.43,1.74
"2025/08/20 05:00",75.1,0.43,1.73
"2025/08/20 04:00",75.2,1.67,1.73
"2025/08/20 03:00",75.2,0,0.84
"2025/08/20 02:00",75.2,0.83,0.83
"2025/08/20 01:00",75.2,0.83,0.83
"2025/08/20 00:00",75.2,0.83,0.84
"2025/08/19 23:00",75.2,0.84,0.83
