"日時","貯水率","流入量","放流量"
"2024/06/14 00:00",99.6,0.96,0.96
"2024/06/13 23:00",99.6,0.96,0.95
"2024/06/13 22:00",99.6,0.96,0.96
"2024/06/13 21:00",99.6,0.96,0.96
"2024/06/13 20:00",99.6,1,0.96
"2024/06/13 19:00",99.6,1.51,1.51
"2024/06/13 18:00",99.6,0,1.5
"2024/06/13 17:00",99.7,1.5,1.51
"2024/06/13 16:00",99.7,1.5,1.5
"2024/06/13 15:00",99.7,0,1.49
"2024/06/13 14:00",99.8,1.5,1.5
"2024/06/13 13:00",99.8,1.5,1.5
"2024/06/13 12:00",99.8,1.5,1.49
"2024/06/13 11:00",99.8,0,1.48
"2024/06/13 10:00",99.8,1.5,1.49
"2024/06/13 09:00",99.8,1.5,1.51
"2024/06/13 08:00",99.8,1.52,1.5
"2024/06/13 07:00",99.8,1.51,1.5
"2024/06/13 06:00",99.8,1.52,1.53
"2024/06/13 05:00",99.8,1.51,1.53
"2024/06/13 04:00",99.8,1.47,1.53
"2024/06/13 03:00",99.8,0.97,0.97
"2024/06/13 02:00",99.8,0.97,0.97
"2024/06/13 01:00",99.8,0.97,0.97
"2024/06/13 00:00",99.8,0.97,0.97
"2024/06/12 23:00",99.8,0.97,0.96
"2024/06/12 22:00",99.8,0.97,0.97
"2024/06/12 21:00",99.8,0.97,0.97
"2024/06/12 20:00",99.8,1,0.97
"2024/06/12 19:00",99.8,1.37,1.37
"2024/06/12 18:00",99.8,1.37,1.37
"2024/06/12 17:00",99.8,0,1.36
"2024/06/12 16:00",99.9,1.31,1.31
"2024/06/12 15:00",99.9,1.3,1.31
"2024/06/12 14:00",99.9,1.31,1.3
"2024/06/12 13:00",99.9,1.31,1.31
"2024/06/12 12:00",99.9,1.31,1.3
"2024/06/12 11:00",99.9,1.31,1.3
"2024/06/12 10:00",99.9,1.31,1.31
"2024/06/12 09:00",99.9,1.31,1.3
"2024/06/12 08:00",99.9,1.31,1.31
"2024/06/12 07:00",99.9,1.31,1.31
"2024/06/12 06:00",99.9,1.31,1.31
"2024/06/12 05:00",99.9,1.31,1.31
"2024/06/12 04:00",99.9,1.31,1.31
"2024/06/12 03:00",99.9,1.31,1.31
"2024/06/12 02:00",99.9,1.31,1.31
"2024/06/12 01:00",99.9,1.31,1.31
"2024/06/12 00:00",99.9,1.31,1.3
"2024/06/11 23:00",99.9,1.31,1.32
