"日時","貯水率","流入量","放流量"
"2024/10/05 00:00",99.8,1.81,1.19
"2024/10/04 23:00",99.8,2.11,1.19
"2024/10/04 22:00",99.7,1.34,1.19
"2024/10/04 21:00",99.7,2.57,1.19
"2024/10/04 20:00",99.6,1.19,1.18
"2024/10/04 19:00",99.6,2.72,1.2
"2024/10/04 18:00",99.5,2.72,1.19
"2024/10/04 17:00",99.4,1.19,1.19
"2024/10/04 16:00",99.4,2.73,1.19
"2024/10/04 15:00",99.4,2.72,1.19
"2024/10/04 14:00",99.3,2.73,1.19
"2024/10/04 13:00",99.2,2.73,1.18
"2024/10/04 12:00",99.1,4.26,1.19
"2024/10/04 11:00",98.9,2.72,1.19
"2024/10/04 10:00",98.9,4.26,1.18
"2024/10/04 09:00",98.7,4.05,1.19
"2024/10/04 08:00",98.7,4.77,1.99
"2024/10/04 07:00",98.5,4.62,2
"2024/10/04 06:00",98.4,4.62,2.01
"2024/10/04 05:00",98.3,2.46,2
"2024/10/04 04:00",98.2,2,2
"2024/10/04 03:00",98.2,2.01,2.01
"2024/10/04 02:00",98.2,2,2.02
"2024/10/04 01:00",98.2,0.47,2
"2024/10/04 00:00",98.3,2,2
"2024/10/03 23:00",98.3,2,1.99
"2024/10/03 22:00",98.3,0.47,2
"2024/10/03 21:00",98.4,2,2
"2024/10/03 20:00",98.4,0.62,1.99
"2024/10/03 19:00",98.4,1.85,2.01
"2024/10/03 18:00",98.5,1.09,2.01
"2024/10/03 17:00",98.5,0.85,5.46
"2024/10/03 16:00",98.8,1.47,5.46
"2024/10/03 15:00",98.9,1.73,5.46
"2024/10/03 14:00",99.2,2.38,5.46
"2024/10/03 13:00",99.2,2.28,2.27
"2024/10/03 12:00",99.2,2.28,2.27
"2024/10/03 11:00",99.2,2.28,2.28
"2024/10/03 10:00",99.2,2.28,2.28
"2024/10/03 09:00",99.2,2.08,2.27
"2024/10/03 08:00",99.2,0.92,0.92
"2024/10/03 07:00",99.2,2.46,0.91
"2024/10/03 06:00",99.1,2.46,0.92
"2024/10/03 05:00",99,2.46,0.92
"2024/10/03 04:00",98.9,2.45,0.91
"2024/10/03 03:00",98.9,2.45,0.92
"2024/10/03 02:00",98.8,2.46,0.91
"2024/10/03 01:00",98.7,2.45,0.92
"2024/10/03 00:00",98.6,0.92,0.91
"2024/10/02 23:00",98.6,2.45,0.92
