"日時","貯水率","流入量","放流量"
"2024/09/01 00:00",100,8.71,8.71
"2024/08/31 23:00",100,8.73,8.73
"2024/08/31 22:00",100,8.73,8.73
"2024/08/31 21:00",100,8.72,8.72
"2024/08/31 20:00",100,8.73,8.73
"2024/08/31 19:00",100,8.72,8.72
"2024/08/31 18:00",100,8.72,8.73
"2024/08/31 17:00",100,8.73,8.73
"2024/08/31 16:00",100,8.73,8.72
"2024/08/31 15:00",100,8.73,8.72
"2024/08/31 14:00",100,16.71,7.96
"2024/08/31 13:00",100,13.79,7.92
"2024/08/31 12:00",100,11.82,7.92
"2024/08/31 11:00",100,16.69,7.9
"2024/08/31 10:00",99.9,7.89,7.89
"2024/08/31 09:00",99.8,9.72,7.87
"2024/08/31 08:00",99.6,11.55,11.55
"2024/08/31 07:00",99.6,14.49,14.49
"2024/08/31 06:00",99.5,12.28,12.27
"2024/08/31 05:00",99.4,16.88,12.27
"2024/08/31 04:00",99.1,17.78,8.56
"2024/08/31 03:00",98.6,17.74,8.52
"2024/08/31 02:00",98,19.53,8.48
"2024/08/31 01:00",97.6,21.55,14.17
"2024/08/31 00:00",97.2,23.99,14.13
"2024/08/30 23:00",97.2,24.05,24.05
"2024/08/30 22:00",97.2,29.22,27.58
"2024/08/30 21:00",97.1,29.64,29.63
"2024/08/30 20:00",96.8,37.78,30.95
"2024/08/30 19:00",96.4,44.37,34.25
"2024/08/30 18:00",95.9,34.04,34.05
"2024/08/30 17:00",95.9,40.12,38.15
"2024/08/30 16:00",95.9,63.74,40.15
"2024/08/30 15:00",93.6,53.02,3.25
"2024/08/30 14:00",91.6,20.08,3.19
"2024/08/30 13:00",91,11.18,3.17
"2024/08/30 12:00",90.8,8.5,3.17
"2024/08/30 11:00",90.4,6.15,4.48
"2024/08/30 10:00",90.4,7.76,7.76
"2024/08/30 09:00",90.4,9.72,9.72
"2024/08/30 08:00",90.4,11.02,11.02
"2024/08/30 07:00",90.2,12.23,4.45
"2024/08/30 06:00",89.9,9.33,4.44
"2024/08/30 05:00",90.2,13.36,16.8
"2024/08/30 04:00",90.4,9.75,16.85
"2024/08/30 03:00",90.6,16.89,16.88
"2024/08/30 02:00",90.5,17.75,16.87
"2024/08/30 01:00",90.4,16.85,16.85
"2024/08/30 00:00",90.4,16.84,16.84
"2024/08/29 23:00",90.4,21.33,23.89
