"日時","貯水率","流入量","放流量"
"2025/08/01 00:00",82.6,0.83,0.82
"2025/07/31 23:00",82.6,0.82,0.82
"2025/07/31 22:00",82.6,0.82,0.83
"2025/07/31 21:00",82.6,0.82,0.83
"2025/07/31 20:00",82.6,0,0.82
"2025/07/31 19:00",82.7,0.64,2
"2025/07/31 18:00",82.7,0.64,2.01
"2025/07/31 17:00",82.8,0.64,2
"2025/07/31 16:00",82.9,0.63,2
"2025/07/31 15:00",83,0.63,2.01
"2025/07/31 14:00",83,0.63,2.01
"2025/07/31 13:00",83.1,0.63,2
"2025/07/31 12:00",83.2,0.64,2.02
"2025/07/31 11:00",83.2,0.63,2
"2025/07/31 10:00",83.3,0.63,2
"2025/07/31 09:00",83.4,0.63,2.01
"2025/07/31 08:00",83.5,0.63,2
"2025/07/31 07:00",83.5,0.63,2
"2025/07/31 06:00",83.6,0.63,1.99
"2025/07/31 05:00",83.7,0.63,2
"2025/07/31 04:00",83.8,0.63,1.99
"2025/07/31 03:00",83.8,0.54,2.01
"2025/07/31 02:00",83.9,0.81,0.81
"2025/07/31 01:00",83.9,0.81,0.81
"2025/07/31 00:00",83.9,0.81,0.81
"2025/07/30 23:00",83.9,0,0.81
"2025/07/30 22:00",84,0.81,0.81
"2025/07/30 21:00",84,0.81,0.81
"2025/07/30 20:00",84,0.9,0.81
"2025/07/30 19:00",84,0.63,1.99
"2025/07/30 18:00",84,0.63,2
"2025/07/30 17:00",84.1,0.63,2.01
"2025/07/30 16:00",84.2,0.5,2
"2025/07/30 15:00",84.2,0.13,2.01
"2025/07/30 14:00",84.4,0.63,2
"2025/07/30 13:00",84.5,0.63,2.01
"2025/07/30 12:00",84.6,0.63,2.01
"2025/07/30 11:00",84.6,1.47,2.02
"2025/07/30 10:00",84.6,1.19,2.01
"2025/07/30 09:00",84.7,0,2.02
"2025/07/30 08:00",84.8,0.64,2
"2025/07/30 07:00",84.9,0.64,2.01
"2025/07/30 06:00",85,0.64,2.02
"2025/07/30 05:00",85.1,0.64,2.02
"2025/07/30 04:00",85.1,0.64,2.01
"2025/07/30 03:00",85.2,0.55,2.02
"2025/07/30 02:00",85.3,0.81,0.81
"2025/07/30 01:00",85.3,0.81,0.81
"2025/07/30 00:00",85.3,0.81,0.81
"2025/07/29 23:00",85.3,0.81,0.81
