"日時","貯水率","流入量","放流量"
"2025/02/17 00:00",0,0,0
"2025/02/16 23:00",0,0,0
"2025/02/16 22:00",0,0,0
"2025/02/16 21:00",0,0,0
"2025/02/16 20:00",0,0,0
"2025/02/16 19:00",0,0,0
"2025/02/16 18:00",0,0,0
"2025/02/16 17:00",0,0,0
"2025/02/16 16:00",0,0,0
"2025/02/16 15:00",0,0,0
"2025/02/16 14:00",0,0,0
"2025/02/16 13:00",0,0,0
"2025/02/16 12:00",0,0,0
"2025/02/16 11:00",0,0,0
"2025/02/16 10:00",0,0,0
"2025/02/16 09:00",0,0,0
"2025/02/16 08:00",0,0,0
"2025/02/16 07:00",0,0,0
"2025/02/16 06:00",0,0,0
"2025/02/16 05:00",0,0,0
"2025/02/16 04:00",0,0,0
"2025/02/16 03:00",0,0,0
"2025/02/16 02:00",0,0,0
"2025/02/16 01:00",0,0,0
"2025/02/16 00:00",0,0,0
"2025/02/15 23:00",0,0,0
"2025/02/15 22:00",0,0,0
"2025/02/15 21:00",0,0,0
"2025/02/15 20:00",0,0,0
"2025/02/15 19:00",0,0,0
"2025/02/15 18:00",0,0,0
"2025/02/15 17:00",0,0,0
"2025/02/15 16:00",0,0,0
"2025/02/15 15:00",0,0,0
"2025/02/15 14:00",0,0,0
"2025/02/15 13:00",0,0,0
"2025/02/15 12:00",0,0,0
"2025/02/15 11:00",0,0,0
"2025/02/15 10:00",0,0,0
"2025/02/15 09:00",0,0,0
"2025/02/15 08:00",0,0,0
"2025/02/15 07:00",0,0,0
"2025/02/15 06:00",0,0,0
"2025/02/15 05:00",0,0,0
"2025/02/15 04:00",0,0,0
"2025/02/15 03:00",0,0,0
"2025/02/15 02:00",0,0,0
"2025/02/15 01:00",0,0,0
"2025/02/15 00:00",0,0,0
"2025/02/14 23:00",0,0,0
